Handle,Title,Body (HTML),Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Standard Product Type,Custom Product Type
yay-magic-magnets,Yay! Magic Magnets,,Toysmith,,FALSE,Title,Default ,,,,,TS90922,0,shopify ,3,deny,manual,5,,TRUE,TRUE,85761240254,,,,,,,,,,,,,,,,,,,,,,,2,active,,
yay-magical-figures,Yay! Magical Figures,,Toysmith,,FALSE,Title,Default ,,,,,TS90823,0,shopify ,4,deny,manual,4.5,,TRUE,TRUE,85761268975,,,,,,,,,,,,,,,,,,,,,,,2,active,,
yay-magicians-box,Yay! Magician's Box,,Toysmith,,FALSE,Title,Default ,,,,,TS90818,0,shopify ,4,deny,manual,5,,TRUE,TRUE,85761273771,,,,,,,,,,,,,,,,,,,,,,,2.5,active,,
yay-mega-bouncers,Yay! Mega Bouncers,,Toysmith,,FALSE,Title,Default ,,,,,TS90966,0,shopify ,4,deny,manual,3,,TRUE,TRUE,85761261945,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
yay-mini-pin-art,Yay! Mini Pin Art,,Toysmith,,FALSE,Title,Default ,,,,,TS90942,0,shopify ,3,deny,manual,5,,TRUE,TRUE,85761253995,,,,,,,,,,,,,,,,,,,,,,,2.5,active,,
yay-paratrooper,Yay! Paratrooper,,Toysmith,,FALSE,Title,Default ,,,,,TS90956,0,shopify ,4,deny,manual,5,,TRUE,TRUE,85761254213,,,,,,,,,,,,,,,,,,,,,,,2.5,active,,
yay-purse-play-set,Yay! Purse Play Set,,Toysmith,,FALSE,Title,Default ,,,,,TS90932,0,shopify ,4,deny,manual,4,,TRUE,TRUE,85761240209,,,,,,,,,,,,,,,,,,,,,,,2,active,,
yay-rainbow-figures,Yay! Rainbow Figures,,Toysmith,,FALSE,Title,Default ,,,,,TS90811,0,shopify ,4,deny,manual,5,,TRUE,TRUE,85761261921,,,,,,,,,,,,,,,,,,,,,,,2.5,active,,
yay-rocket-balloons,Yay! Rocket Balloons,,Toysmith,,FALSE,Title,Default ,,,,,TS90920,0,shopify ,4,deny,manual,7,,TRUE,TRUE,85761240537,,,,,,,,,,,,,,,,,,,,,,,2.5,active,,
yay-slime-fetti,Yay! Slime-Fetti,,Toysmith,,FALSE,Title,Default ,,,,,TS90988,0,shopify ,4,deny,manual,6,,TRUE,TRUE,85761261587,,,,,,,,,,,,,,,,,,,,,,,2.5,active,,
yay-sloth-walker,Yay! Sloth Walker,,Toysmith,,FALSE,Title,Default ,,,,,TS90945,0,shopify ,4,deny,manual,5,,TRUE,TRUE,85761255098,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
yay-smack-ball,Yay! Smack! Ball,,Toysmith,,FALSE,Title,Default ,,,,,TS90812,0,shopify ,4,deny,manual,5,,TRUE,TRUE,85761261938,,,,,,,,,,,,,,,,,,,,,,,2.5,active,,
yay-space-crawler,Yay! Space Crawler,,Toysmith,,FALSE,Title,Default ,,,,,TS90953,0,shopify ,3,deny,manual,5,,TRUE,TRUE,85761254039,,,,,,,,,,,,,,,,,,,,,,,2,active,,
yay-sticky-starfish,Yay! Sticky Starfish,,Toysmith,,FALSE,Title,Default ,,,,,TS90912,0,shopify ,4,deny,manual,4,,TRUE,TRUE,85761242067,,,,,,,,,,,,,,,,,,,,,,,1,active,,
yay-stretchimals,Yay! Stretchimals,,Toysmith,,FALSE,Title,Default ,,,,,TS90913,0,shopify ,4,deny,manual,4,,TRUE,TRUE,85761240384,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
yay-stunt-cycles,Yay! Stunt Cycles,,Toysmith,,FALSE,Title,Default ,,,,,TS90905,0,shopify ,4,deny,manual,7,,TRUE,TRUE,85761240193,,,,,,,,,,,,,,,,,,,,,,,2.5,active,,
yay-toysmith-marbles,Yay! Toysmith Marbles,,Toysmith,,FALSE,Title,Default ,,,,,TS90914,0,shopify ,4,deny,manual,4,,TRUE,TRUE,85761242029,,,,,,,,,,,,,,,,,,,,,,,2,active,,
yay-u-fidgit,Yay! U-Fidgit,,Toysmith,,FALSE,Title,Default ,,,,,TS90906,0,shopify ,4,deny,manual,4,,TRUE,TRUE,85761242043,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
yay-unicorn-foam-putty,Yay! Unicorn Foam Putty,,Toysmith,,FALSE,Title,Default ,,,,,TS90952,0,shopify ,3,deny,manual,5,,TRUE,TRUE,85761254169,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
yay-whirlin-twirler,Yay! Whirlin' Twirler,,Toysmith,,FALSE,Title,Default ,,,,,TS90939,0,shopify ,4,deny,manual,4,,TRUE,TRUE,85761241978,,,,,,,,,,,,,,,,,,,,,,,2,active,,
small-blue-dice-bag,Small Blue Dice Bag,,Uline,,FALSE,Title,Default ,,,,,blu,0,shopify ,80,deny,manual,1,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0.25,active,,
astro-trash,Astro Trash,,USAopoly,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,21.75,,TRUE,TRUE,9781640781016,,,,,,,,,,,,,,,,,,,,,,,10,active,,
match-o-rama,Match-O-Rama,,USAopoly,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,21.75,,TRUE,TRUE,700304152398,,,,,,,,,,,,,,,,,,,,,,,0,active,,
old-skool-n64-keychain,Old Skool N64 Keychain,,Video Game Advantage,keychain,FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,5.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
godzilla-blind-box-series-1,Godzilla Blind Box - Series 1,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-LB-1717,0,shopify ,7,deny,manual,6,,TRUE,TRUE,819996017172,,,,,,,,,,,,,,,,,,,,,,,3,active,,
game-boy-dmg-01-battery-cover,Game Boy DMG-01 Battery Cover,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,4,deny,manual,5.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1.25,active,,
gameboy-color-replacement-screen-lens-glass,Gameboy Color Replacement Screen Lens (Glass),,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,4.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
gameboy-dmg-001-screen,Gameboy DMG-001 Screen,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,5,deny,manual,5.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1.06,active,,
gameboy-pocket-replacement-screen-lens,Gameboy Pocket  Replacement Screen Lens,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,4.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
gameboy-pocket-battery-cover-smoke,Gameboy Pocket Battery Cover - Smoke,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,3.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
gamecube-analogue-stick-cap,Gamecube Analogue Stick Cap,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,5,deny,manual,3.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0.9,active,,
gamecube-c-stick-cap,Gamecube C-Stick Cap,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,5,deny,manual,3.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0.9,active,,
gba-battery-cover-atomic-purple,GBA Battery Cover Atomic Purple,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,3.25,,TRUE,TRUE,849172002036 VGAGBA-011A,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
gba-battery-cover-black,GBA Battery Cover Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,3.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
gba-battery-cover-purple,GBA Battery Cover Purple,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,3.25,,TRUE,TRUE,849172002036,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
gba-replacement-screen-lens,GBA Replacement Screen Lens,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,4.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,2,active,,
nes-72-pin-connector,NES 72 Pin Connector,,Video Game Advantage,,FALSE,Title,Default ,,,,,OS-72P,0,shopify ,2,deny,manual,15,,TRUE,TRUE,645871906459,,,,,,,,,,,,,,,,,,,,,,,5.9,active,,
nintendo-3ds-battery-pack,Nintendo 3DS Battery Pack,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7753,0,shopify ,2,deny,manual,12,,TRUE,TRUE,645871907753,,,,,,,,,,,,,,,,,,,,,,,4.6,active,,
nintendo-ds-lite-battery-pack,Nintendo DS Lite Battery Pack,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6411,0,shopify ,4,deny,manual,10,,TRUE,TRUE,645871906411,,,,,,,,,,,,,,,,,,,,,,,3,active,,
nintendo-ds-lite-shell-black-wbuttons,Nintendo DS Lite Shell Black w/Buttons,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,38,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,15,active,,
nintendo-ds-shell-pink-w-buttons,Nintendo DS Shell (Pink) w/ Buttons,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,14,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,6.5,active,,
nintendo-dsi-battery-pack,Nintendo DSi Battery Pack,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6404,0,shopify ,4,deny,manual,10,,TRUE,TRUE,645871906404,,,,,,,,,,,,,,,,,,,,,,,3,active,,
nintendo-gba-sp-battery-pack,Nintendo GBA SP Battery Pack,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6954,0,shopify ,0,deny,manual,10,,TRUE,TRUE,645871906954,,,,,,,,,,,,,,,,,,,,,,,2.9,active,,
ps2-slim-ac-adapter,PS2 Slim AC Adapter,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-1997,0,shopify ,4,deny,manual,20,,TRUE,TRUE,630158471997,,,,,,,,,,,,,,,,,,,,,,,6,active,,
psp-20003000-battery-pack,PSP 2000/3000 Battery Pack,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,10,,TRUE,TRUE,630158472413,,,,,,,,,,,,,,,,,,,,,,,6,active,,
wii-remote-battery-cover-white,Wii Remote Battery Cover White,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,4.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1.99,active,,
x360-fat-dvd-belts,X360 Fat DVD Belts,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,5,deny,manual,3.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1,active,,
x360-slim-dvd-belts,X360 Slim DVD Belts,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,5,deny,manual,3.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1,active,,
xb1-analog-stick-cap-pair,XB1 Analog Stick Cap (pair),,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,9,deny,manual,3.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1,active,,
xbox-360-controller-battery-cover-white,XBOX 360 Controller Battery Cover White,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6633,0,shopify ,9,deny,manual,4,,TRUE,TRUE,645871906633,,,,,,,,,,,,,,,,,,,,,,,1,active,,
xbox-one-replacement-battery-cover-black,XBOX ONE Replacement Battery Cover Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,5,deny,manual,3.25,,TRUE,TRUE,645871906541 OS-6541,,,,,,,,,,,,,,,,,,,,,,,1.05,active,,
6-button-genesis-controller-black,6-Button Genesis Controller Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-9906,0,shopify ,5,deny,manual,10,,TRUE,TRUE,760921749906,,,,,,,,,,,,,,,,,,,,,,,2.15,active,,
double-shock-2-wired-controller-black,DOUBLE-SHOCK 2 Wired Controller Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6756,0,shopify ,0,deny,manual,15,,TRUE,TRUE,645871906756,,,,,,,,,,,,,,,,,,,,,,,4.75,active,,
double-shock-2-wired-controller-blue,DOUBLE-SHOCK 2 Wired Controller Blue,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6930,0,shopify ,0,deny,manual,15,,TRUE,TRUE,645871906763,,,,,,,,,,,,,,,,,,,,,,,4.5,active,,
double-shock-2-wired-controller-red,DOUBLE-SHOCK 2 Wired Controller Red,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6930,0,shopify ,0,deny,manual,15,,TRUE,TRUE,645871906930,,,,,,,,,,,,,,,,,,,,,,,4.75,active,,
double-shock-2-wireless-controller-black,DOUBLE-SHOCK 2 Wireless Controller Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7791,0,shopify ,2,deny,manual,25,,TRUE,TRUE,645871907791,,,,,,,,,,,,,,,,,,,,,,,9,active,,
double-shock-3-wired-controller-black,DOUBLE-SHOCK 3 Wired Controller Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6770,0,shopify ,0,deny,manual,20,,TRUE,TRUE,645871907692,,,,,,,,,,,,,,,,,,,,,,,8,active,,
double-shock-3-wireless-controller,DOUBLE-SHOCK 3 Wireless Controller,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6770,0,shopify ,0,deny,manual,30,,TRUE,TRUE,645871906770,,,,,,,,,,,,,,,,,,,,,,,15,active,,
double-shock-4-wired-controller-black,DOUBLE-SHOCK 4 Wired Controller Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7579,0,shopify ,0,deny,manual,30,,TRUE,TRUE,645871907586,,,,,,,,,,,,,,,,,,,,,,,15.9,active,,
double-shock-4-wired-controller-blue,DOUBLE-SHOCK 4 Wired Controller Blue,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7692,0,shopify ,0,deny,manual,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,15.9,active,,
double-shock-4-wired-controller-scarlet-red,DOUBLE-SHOCK 4 Wired Controller Scarlet Red,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7708,0,shopify ,0,deny,manual,30,,TRUE,TRUE,645871907708,,,,,,,,,,,,,,,,,,,,,,,15.9,active,,
double-shock-4-wireless-controller-black,DOUBLE-SHOCK 4 Wireless Controller Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7548,0,shopify ,0,deny,manual,40,,TRUE,TRUE,645871907548,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
double-shock-4-wireless-controller-blue,DOUBLE-SHOCK 4 Wireless Controller Blue,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7852,0,shopify ,0,deny,manual,40,,TRUE,TRUE,645871907852,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
double-shock-4-wireless-controller-pink,DOUBLE-SHOCK 4 Wireless Controller Pink,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7951,0,shopify ,0,deny,manual,40,,TRUE,TRUE,645871907951,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
double-shock-4-wireless-controller-red,DOUBLE-SHOCK 4 Wireless Controller Red,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7869,0,shopify ,0,deny,manual,40,,TRUE,TRUE,645871907869,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
double-shock-4-wireless-controller-white,DOUBLE-SHOCK 4 Wireless Controller White,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7845,0,shopify ,0,deny,manual,40,,TRUE,TRUE,645871907845,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
dualshock-4-wireless-controller-black-steel,Dualshock 4 Wireless Controller - Black Steel,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,70.5,,TRUE,TRUE,889842159349,,,,,,,,,,,,,,,,,,,,,,,50,active,,
dualshock-4-wireless-controller-glacier-white,Dualshock 4 Wireless Controller - Glacier White,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,70.5,,TRUE,TRUE,645871907401,,,,,,,,,,,,,,,,,,,,,,,50,active,,
gc-controller-adapter-for-switch,GC Controller Adapter for Switch,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,27.25,,TRUE,TRUE,645871907111,,,,,,,,,,,,,,,,,,,,,,,14,active,,
gc-controller-black,GC Controller Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-9913,0,shopify ,2,deny,manual,20,,TRUE,TRUE,760921749913,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
gc-controller-bluecyan,GC Controller Blue/Cyan,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7524,0,shopify ,3,deny,manual,20,,TRUE,TRUE,645871907524,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
gc-controller-greenblue,GC Controller Green/Blue,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7227,0,shopify ,3,deny,manual,20,,TRUE,TRUE,645871907227,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
gc-controller-orange,GC Controller Orange,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-9920,0,shopify ,3,deny,manual,20,,TRUE,TRUE,760921749920,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
gc-controller-pinkmagenta,GC Controller Pink/Magenta,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7500,0,shopify ,2,deny,manual,20,,TRUE,TRUE,645871907500,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
gc-controller-purple,GC Controller Purple,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-9944,0,shopify ,3,deny,manual,20,,TRUE,TRUE,760921749944,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
gc-controller-redblue,GC Controller Red/Blue,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7210,0,shopify ,2,deny,manual,20,,TRUE,TRUE,645871907210,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
gc-controller-silver,GC Controller Silver,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-9951,0,shopify ,3,deny,manual,20,,TRUE,TRUE,760921749951,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
gc-controller-white,GC Controller White,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-9937,0,shopify ,3,deny,manual,20,,TRUE,TRUE,760921749937,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
gc-controller-yellowpurple,GC Controller Yellow/Purple,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,20,,TRUE,TRUE,645871907517,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
gc-wireless-controller-falcon-black,"GC Wireless Controller - Falcon, Black",,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7623,0,shopify ,0,deny,manual,25,,TRUE,TRUE,645871907623,,,,,,,,,,,,,,,,,,,,,,,12.75,active,,
gc-wireless-controller-falcon-silver,"GC Wireless Controller - Falcon, Silver",,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,25,,TRUE,TRUE,645871907647,,,,,,,,,,,,,,,,,,,,,,,12.75,active,,
n64-controller-atomic-purple,N64 Controller Atomic Purple,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,20,,TRUE,TRUE,645871906688,,,,,,,,,,,,,,,,,,,,,,,7.7,active,,
n64-controller-black,N64 Controller Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6596,0,shopify ,1,deny,manual,20,,TRUE,TRUE,645871906596,,,,,,,,,,,,,,,,,,,,,,,7.7,active,,
n64-controller-blue,N64 Controller Blue,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6619,0,shopify ,2,deny,manual,20,,TRUE,TRUE,645871906619,,,,,,,,,,,,,,,,,,,,,,,7.7,active,,
n64-controller-gold,N64 Controller Gold,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6671,0,shopify ,2,deny,manual,20,,TRUE,TRUE,645871906671,,,,,,,,,,,,,,,,,,,,,,,7.7,active,,
n64-controller-green,N64 controller Green,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6565,0,shopify ,3,deny,manual,20,,TRUE,TRUE,645871907579,,,,,,,,,,,,,,,,,,,,,,,7.7,active,,
n64-controller-grey,N64 Controller Grey,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,20,,TRUE,TRUE,645871906602,,,,,,,,,,,,,,,,,,,,,,,7.7,active,,
n64-controller-jungle-green,N64 Controller Jungle Green,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6701,0,shopify ,2,deny,manual,20,,TRUE,TRUE,645871906701,,,,,,,,,,,,,,,,,,,,,,,7.7,active,,
n64-controller-red,N64 Controller Red,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,20,,TRUE,TRUE,645871906558,,,,,,,,,,,,,,,,,,,,,,,7.7,active,,
n64-controller-turquoise,N64 Controller Turquoise,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6695,0,shopify ,2,deny,manual,20,,TRUE,TRUE,645871906695,,,,,,,,,,,,,,,,,,,,,,,7.7,active,,
n64-controller-yellow,N64 Controller Yellow,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,20,,TRUE,TRUE,645871906664,,,,,,,,,,,,,,,,,,,,,,,7.7,active,,
nes-controller,NES Controller,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,10,,TRUE,TRUE,760921749975,,,,,,,,,,,,,,,,,,,,,,,4,active,,
nes-controller-usb,NES Controller - USB,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,10,,TRUE,TRUE,645871906510,,,,,,,,,,,,,,,,,,,,,,,5,active,,
ps1-wired-controller,PS1 Wired Controller,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7804,0,shopify ,2,deny,manual,10,,TRUE,TRUE,645871907807,,,,,,,,,,,,,,,,,,,,,,,4.25,active,,
reclaimer-xb1-wired-controller-black,RECLAIMER  XB1 Wired Controller Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,38,,TRUE,TRUE,645871907555,,,,,,,,,,,,,,,,,,,,,,,18.5,active,,
reclaimer-xb1-wired-controller-white,RECLAIMER  XB1 Wired Controller White,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,38,,TRUE,TRUE,645871906480,,,,,,,,,,,,,,,,,,,,,,,18.5,active,,
saturn-controller,Saturn Controller,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,20,,TRUE,TRUE,645871907128,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
snes-classic-controller,SNES Classic Controller,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-7104,0,shopify ,1,deny,manual,13,,TRUE,TRUE,645871907104,,,,,,,,,,,,,,,,,,,,,,,6,active,,
snes-controller,SNES Controller,,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-1928,0,shopify ,4,deny,manual,10,,TRUE,TRUE,630158471928,,,,,,,,,,,,,,,,,,,,,,,2.55,active,,
snes-controller-rebuild-kit-silicone,SNES Controller Rebuild Kit (Silicone),,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,4,deny,manual,4.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,2,active,,
wired-usb-controller-for-pc-xbox-360-black,Wired USB Controller for PC & XBOX 360 Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,38,,TRUE,TRUE,630158472314,,,,,,,,,,,,,,,,,,,,,,,16,active,,
wired-usb-controller-for-pc-xbox-360-white,Wired USB Controller for PC & XBOX 360 White,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,38,,TRUE,TRUE,645871907456,,,,,,,,,,,,,,,,,,,,,,,16,active,,
wireless-switch-pro-controller-black,Wireless Switch Pro Controller Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,27.25,,TRUE,TRUE,645871906596,,,,,,,,,,,,,,,,,,,,,,,17.5,active,,
x360-controller-charge-cable-black,X360 Controller Charge Cable Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,7,,TRUE,TRUE,630158472291,,,,,,,,,,,,,,,,,,,,,,,3.4,active,,
xb1-wireless-controller-phantom-black-recertified,XB1 Wireless Controller Phantom Black (Recertified),,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,70.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,50,active,,
xb1-wireless-controller-black,"XB1 Wireless Controller, Black",,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,70.5,,TRUE,TRUE,889842159349,,,,,,,,,,,,,,,,,,,,,,,50,active,,
xbox-s-type-controller-black,XBOX S-type Controller Black,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,12.5,,TRUE,TRUE,645871906305,,,,,,,,,,,,,,,,,,,,,,,5.45,active,,
xbox-s-type-controller-green,XBOX S-type Controller Green,,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,12.5,,TRUE,TRUE,645871907531,,,,,,,,,,,,,,,,,,,,,,,5.45,active,,
3-in-1-ac-adapter-snes-nes-genesis1,"3 in 1 AC Adapter (SNES, NES, Genesis1 )",,Video Game Advantage,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10,,TRUE,TRUE,630158472260,,,,,,,,,,,,,,,,,,,,,,,2.7,active,,
3in1-ac-adapter-snes-nes-genesis-1-1000-ma,"3in1 AC Adapter (Snes, Nes, Genesis 1 ) 1000 mA",,Video Game Advantage,,FALSE,Title,Default ,,,,,VGA-OS-6824,0,shopify ,10,deny,manual,11,,TRUE,TRUE,645871906824,,,,,,,,,,,,,,,,,,,,,,,2.9,active,,
